ID,split,source,source_text,gpt_msa_detox,gpt_gulf_detox,gpt_levantine_detox,gpt_egyptian_detox
662,train,jhsc,نفسي امص كسك لما ينزل,أشعر بانجذاب شديد إليك.,"محتواك مستفز ومبتذل، وما يصلح يتنشر بهالشكل. خففوا هالمحتوى واحترموا المتابعين.","المحتوى اللي عم تنزليه مستفز ومبتذل، وما بنفع ينحط هيك. خففوا هالأسلوب واحترموا المتابعين.","المحتوى اللي بتنزليه مستفز ومبتذل، وما ينفع يتنشر بالشكل ده. ياريت تحترموا المتابعين وتقللوا من النوع ده."
663,train,jhsc,من قدي اياد يكلمني بالمنشن الصراحه بسوي لكم انفلو مع اتفلوو,"أنا محظوظة، إياد يذكرني بالإسم على صفحة التواصل الإجتماعي، أفكر بإلغاء متابعتي لكم",من قديم وإياد يكلمني بالمنشن بصراحة؟ خلاص بسوي لكم انفولو ومع السلامة.,من زمان وإياد عم يظل يكلمني بالمنشن بصراحة؟ خلص رح أعملكم انفو ومسّكّر السالفة.,بقاله كتير وإياد مركز معايا في المنشن بصراحة؟ خلاص هعملكم انفو ولو سمحتوا متكلمنيش تاني.
664,dev,jhsc,ه اذا حاولتي تسرقيه كنت حطنش اكتر من هيك صعب,"لو حاولت سرقته لتجاهلت الأمر، لكن أكثر من ذلك صعب.","لو حاولتي تاخذينه كنت بتغاضى، بس اكثر من كذا صعب","لو حاولتي تاخديه كنت اتغاضى، بس اكتر من هيك صعب","لو حاولتي تاخديه كنت هعديها، بس اكتر من كده صعب"
665,train,jhsc,لا تقوليها انا لهيك ما بشربها وطلعت كذب,"لهذا السبب لا أشربها، واتضح أن ما قيل عنها غير صحيح.","لا تقولينها، عشاني كذا ما أشربها وطلع كله كذب.","لا تحكيها، عشان هيك أنا ما بشربها وطلعت كذب.","بلاش تقوليها، علشان كده أنا ما بشربها وطلعت كدب."
666,train,jhsc,دوره اداره مواقع التواصل الاجتماعي والتسويق الالكتروني لاول مره في العقبه ورشه تطبيقه عمليه,دورة في إدارة مواقع التواصل الاجتماعي والتسويق الإلكتروني في العقبة.,"دورة إدارة السوشيال ميديا والتسويق الإلكتروني لأول مرة في العقبة، وورشة تطبيقية عملية جاهزة للكل المهتمين.","دورة إدارة مواقع التواصل والتسويق الإلكتروني لأول مرة بالعقبة، ومعها ورشة تطبيقية عملية للمهتمين.","دورة إدارة السوشيال ميديا والتسويق الإلكتروني لأول مرة في العقبة، ومعاها ورشة تطبيقية عملية للمهتمين."
667,train,jhsc,اللهم صل وسلم علي اشرف الخلق سيدنا محمد,اللهم صل وسلم على سيدنا محمد.,اللهم صل وسلم على اشرف الخلق نبينا محمد,اللهم صل وسلم على اشرف الخلق سيدنا محمد,اللهم صل وسلم على اشرف الخلق سيدنا محمد
668,train,jhsc,حتي تونس اللي شالت الاخوانجيه بالصناديق و اصبحوا جزء من المعادله السياسيه في تونس لم تسلم من شرهم حد يدي البوب علي قرعته,حتى تونس التي أدخلت الإسلاميين في العملية السياسية لم تسلم من مشكلاتهم بحسب منتقديهم.,حتى تونس اللي شالت جماعة الإخوان بالصناديق وصاروا جزء من المعادلة السياسية في تونس ما سلمت من شرهم. كلٍ يلقى اللي يناسبه.,حتى تونس اللي طلّعت جماعة الإخوان بالصناديق وصاروا جزء من المعادلة السياسية فيها ما سلمت من شرهم. كل واحد بنال اللي بيدو.,حتى تونس اللي طلعت جماعة الإخوان بالصناديق وبقوا جزء من المعادلة السياسية هناك ما سلمتش من شرهم. كل واحد بيتحسب على اختياره.
669,train,jhsc,انا بدي افهم الناس الي بتدق في داعش ياخي في شغلات اهم منهم ياخي القدس محتله من الصهيونيه ملعون ابوهم علي ابو الي جابهم علي البلاد,أستغرب من الناس التي تركز على داعش فقط بينما تتجاهل قضايا أخرى مثل الاحتلال الإسرائيلي للقدس.,"ابي افهم الناس اللي مركزين على داعش، يا جماعة في امور اهم منهم. القدس محتلة من الصهيونية، الله يكفينا شرهم وشر من جابهم لبلادنا.","بدي افهم الناس اللي مركزة بس على داعش، يا جماعة في شغلات اهم منهم. القدس محتلة من الصهيونية، الله يبعد شرهم وشر اللي جابهم ع بلادنا.","عايز افهم الناس اللي مركزة بس على داعش، يا جماعة في حاجات اهم منهم. القدس محتلة من الصهيونية، ربنا يبعد شرهم وشر اللي جابهم على بلادنا."
670,train,jhsc,بتخلص هاند اوت بطلعلك صفحه ناقصه انتحر ارحملي,عندما تنهي الهاند أوت ثم تكتشف صفحة ناقصة تشعر بإحباط شديد.,كل ما اخلص الهاند اوت تطلع لي صفحة ناقصة! صراحة هذا الشي محبط بشكل ما يتصور.,كل ما بخلص الهاند اوت بتطلعلي صفحة ناقصة! عنجد هالاشي محبط كتير.,كل ما بخلص الهاند اوت تطلعلي صفحة ناقصة! بجد الموضوع محبط بشكل فظيع.
671,train,jhsc,طيز راؤعه للحشر اروع,شخصية جذابة ولافتة للنظر.,المنظر هذا مستفز بصراحة وما له أي احترام. يكفي هالسخافة.,المنظر هاد مستفز بصراحة وما فيه أي احترام. خلص كفاية هالسخافة.,المنظر ده مستفز بصراحة ومفيهوش أي احترام. كفاية بقى السخافة دي.
672,train,jhsc,ما شتمتك يا اخي الكريم ابدا و لكن هذا الرجل قد ادعي كثيرا و انا عند راي,"لم أشتمك يا أخي الكريم، لكنني أرى أن هذا الرجل بالغ كثيراً في ادعاءاته وما زلت عند رأيي.","ما أسأت لك يا أخي أبدًا، بس هذا الرجل ادعى كثير وأنا ثابت على رأيي.","أنا ما أسأتلك يا أخي نهائي، بس هالزلمة ادعى كتير وأنا متمسك برأيي.","أنا ما غلطت فيك يا أخي خالص، بس الراجل ده ادعى كتير وأنا متمسك برأيي."
673,train,jhsc,الله يخليلك اياها بحبهم بهذا العمر كثيربعدين بصيروا سفاحين مجرمين كواسر,"الله يحفظها لك، فأنا أحب الأطفال في هذا العمر كثيراً.","الله يحفظ لك اياها. احب هالعمر كثير، بعدين في ناس منهم ممكن يتحولون لمجرمين خطيرين.","الله يخليلك اياها. بحبهم بهالعمر كتير، بس بعدين في ناس ممكن يصيروا مجرمين خطرين.","ربنا يحفظهالك. بحبهم في السن ده جدا، بس بعدين في ناس ممكن يبقوا مجرمين خطرين."
674,train,jhsc,ممكن تسوي اي خطا في العالم بس لا تجامل في مشاعرك لا تعطي شعور ما حسيت فيه لا تقول كلمه ماهي طالعه من قلبك لا تسوي كذا ابد,يمكنك أن تخطئ في أي شيء إلا أن تجامل في مشاعرك أو تقول ما لا تشعر به.,"تقدر تغلط بأي شي بالدنيا بس لا تجامل بمشاعرك. لا تعطي إحساس ما حسيت فيه، ولا تقول كلمة ما طلعت من قلبك. لا تسوي كذا أبد.","اغلط بأي اشي بالدنيا بس لا تجامل بمشاعرك. لا تعطي شعور ما حسيته، ولا تحكي كلمة مش طالعة من قلبك. لا تعمل هيك نهائياً.","غلط في أي حاجة في الدنيا بس بلاش تجامل في مشاعرك. ما تديش إحساس أنت ما حسيتوش، ولا تقول كلمة مش طالعالك من قلبك. ما تعملش كده خالص."
