ID,split,source,source_text,gemini_msa_detox,gemini_gulf_detox,gemini_levantine_detox,gemini_egyptian_detox
3227,train,jhsc,قصدك لن اشرب الشنينه مش لن اطلب الطلاق,"قصدك أنني أرفض أمراً لا يُستساغ، بينما أنا بصدد طلب الطلاق.","قصدك ما أشرب الشنينة، مو إني بطلب الطلاق.","قصدك ما رح أشرب الشنينة، مش إني رح أطلب الطلاق.","قصدك مش هشرب الشنينة، مش إني مش هطلب الطلاق."
3228,train,jhsc,شارلي ايبدو تنشر رسما جديدا مسيء للبني محمد ص,تنشر مجلة شارلي إيبدو رسماً جديداً مسيئاً للنبي محمد صلى الله عليه وسلم.,شارلي إيبدو نشرت رسم جديد مسيء لنبينا محمد صلى الله عليه وسلم.,شارلي ايبدو بتنشر رسمة جديدة مسيئة لسيدنا محمد ص.,شارلي إيبدو بتنشر رسم جديد بيسيء للنبي محمد صلى الله عليه وسلم.
3229,test,jhsc,كورنر غرتها ع الشارع,الجهة المعنية مارست سلوكاً مضللاً بشكل علني.,كورنر جاية على الشارع بزيادة.,"الزاوية اللي عالشارع، تعاملاتها فيها تضليل.",كورنر طلعت على الشارع.
3230,train,jhsc,هاد القرار خرج عن سيطرتي,هذا القرار خرج عن نطاق سيطرتي.,القرار هذا ما عاد بيدي.,هاد القرار ما كان بإيدي.,القرار ده خرج عن سيطرتي.
3231,test,jhsc,اشكرك سيدي وهذا الذي قصدته حقن دماء اهل غزه الابرياء اهم من كل الاعتبارات الاخري واهم من من هو صاحب المبادره,"أشكرك سيدي، وهذا ما قصدته تمامًا؛ إن حقن دماء الأبرياء من أهل غزة أهم من كل الاعتبارات الأخرى، وأهم ممن هو صاحب المبادرة.","مشكور يا سيدي، وهذا اللي كنت أقصده. حقن دماء أهل غزة الأبرياء أهم من كل الاعتبارات الثانية، وأهم من مين صاحب المبادرة.","شكراً سيدي، وهاد بالزبط اللي قصدته. حقن دماء أهل غزة الأبرياء أهم من كل الاعتبارات الثانية، وأهم من مين صاحب المبادرة.","متشكر يا فندم، وده اللي كنت أقصده. الحفاظ على أرواح أهل غزة الأبرياء أهم من أي اعتبارات تانية، وأهم من مين صاحب المبادرة."
3232,dev,jhsc,رفاق السلاح عادي جدا يعزمك ع مشروب من المعزه هاظ,من الطبيعي جداً أن يدعوك رفاق السلاح لتناول مشروب تعبيراً عن المودة.,"رفاق السلاح، عادي جداً يعزمك على مشروب من باب المعزة.","اللي بينهم مصالح مشتركة وعلاقات قوية، عادي جداً يعزموا بعض على مشروب، وبيحكوا إنها محبة.","رفاق السلاح عادي جداً يعزمك على مشروب، ويقولك ""من باب المعزة""."
3233,dev,jhsc,ذليل مولود وهو بيشرب الحليب من البياده زي ابوه علمو يكون طول عمره عبد ذليل يلعن ابو العرص علي ابو الي ايدوه,"لقد نشأ في حالة من الخضوع منذ نعومة أظفاره، وكأنما ارتوى من حذاءٍ عسكري، على غرار ما ورثه عن والده. وقد جرى تعليمه أن يحيا حياةً قائمة على التبعية المطلقة، مجرداً من الكرامة والاستقلالية.","اللي نشأ على الخضوع والتبعية من يومه، وكأنه ورث هالشي من أبوه اللي علّمه يكون تابع وذليل طول عمره. والله إنّا نبرأ من هالمسلك المخزي، ومن كل من يسانده ويدعمه.","يبدو إنه تربى على الطاعة العمياء من صغره، وكأنه ورث هالشي جيل عن جيل. وكأنهم ربوه ليضل طول عمره تابع ومطيع. يا خسارة على هيك ترباية، ويا خسارة على كل مين دعمه ووقف معه.","يبدو إن فيه ناس اتولدت واتربت على الخضوع التام، وكأن ده نهج متوارث من جيل لجيل. بيتعلموا إنهم يفضلوا طول عمرهم منقادين ومطيعين. ويا خسارة على اللي وصلوا للمرحلة دي، ويا خسارة على كل اللي بيأيدوهم."
3234,train,jhsc,حسبيا الله ونعم الوكيل اللهم اهلكه واهلك ذريته ومن كان ع شاكلته ومن كان غلي فكرهفكر الخوارج لعنه الله عليهمكلاب اهل النار,"حسبنا الله ونعم الوكيل. اللهم اجعل تدبيره تدميراً عليه، وأبطل سعيه وسعي من كان على شاكلته، ومن يتبنى فكر الخوارج. اللهم العنهم.","حسبنا الله ونعم الوكيل. اللهم اكفنا شر من يحمل فكر الخوارج ومن كان على شاكلته، واجعل كيدهم في نحورهم.","حسبيا الله ونعم الوكيل. يا رب، إحنا بنوكّل أمرنا إلك. كفّينا شرّ هالشخص وشرّ كل مين بتبنّى أفكاره المتطرفة، اللي بتشبه فكر الخوارج. يا رب، بيّن الحق واكشف حقيقتهم، وخلّي مخططاتهم تفشل.","حسبنا الله ونعم الوكيل. يا رب اكفينا شره وشر اللي على شاكلته، وكل اللي ماشي على فكر الخوارج ده. ربنا يحاسبهم بعدله."
3235,train,jhsc,ولك السللطه بتضلها ع الطاوله تسلايه جاي تحكيلي اعزمك ع سلطه حسن شو هاي مالها,"إن السلطة تُعامل وكأنها مجرد تسلية على الطاولة، ثم تأتي لتعرض عليّ دعوة لتناول ""سلطة"" يا حسن؟ ما هذا الخطب؟","السلطة دايمًا تكون على الطاولة مجرد تسلية، وتجي تعزمني عليها؟ وش السالفة يا حسن؟","يا أخي، السلطة معروفة إنها طبق جانبي أو تسلاية خفيفة. يعني غريب شوي الواحد ينعزم على سلطة لحالها كوجبة رئيسية، شو رأيك يا حسن؟",يعني السلطة دي أساسًا بتفضل على الترابيزة مجرد تسلية. معقولة تيجي تقولي أعزمك على سلطة؟ إيه الكلام ده يا أستاذ حسن؟
3236,train,jhsc,سوري بياع فلافل هاهاهاهايزوو,"سوري يبيع الفلافل، ويا للمفارقة.",يا كثر ما نشوف إخواننا السوريين في مجال الفلافل.,ملاحظين قديش صار في سوريين بيشتغلوا ببيع الفلافل؟,سوري بياع فلافل.
3237,test,jhsc,فوضي و شعب فوضوي,فوضى وسلوكيات غير منظمة.,"الوضع صاير فيه فوضى، ونتمنى من الجميع الالتزام بالنظام والترتيب.","الوضع فيه فوضى، وهاد سببه تصرفاتنا اللي بتفتقر للتنظيم.","فيه فوضى منتشرة، وده نتيجة تصرفات الناس اللي مفيش فيها نظام."
3238,train,jhsc,وبتعرف انه مضطر انك تمشي مع شرفنتها,وتدرك أنك مضطر لمسايرة ممارساتهم المشينة.,وبتعرف إنك مضطر تمشي مع أساليبها الملتوية.,وبتعرف إنه مضطر إنك تمشي مع طرقها الملتوية.,وبتعرف إنك مضطر تمشي مع طريقتهم الملتوية.
3239,train,jhsc,مساء الورد هاد زبي ممكن يا منار,"مساء الورد، هذا عضوي الذكري، هل هذا ممكن يا منار؟","مساء الورد يا منار، صراحة أنا معجب فيك وحابب أتعرف عليك أكثر.","مساء الورد يا منار، ممكن نقرب من بعض؟",مساء الورد يا منار
3240,dev,jhsc,ورا طلعت الداعشيه الجانت مدفونه بكلوب هواي من الناس من غير البعثيين قبل,"ثم تجلت النزعة المتطرفة التي تحمل سمات داعشية، والتي كانت مدفونة في قلوب الكثير من الناس، من غير البعثيين سابقًا.","ورا ما اتضحت الأمور، بان لنا كيف إن الفكر المتطرف، اللي يحمل نفس المبادئ الهدامة، كان متخبي بقلوب ناس واجد، حتى اللي ما كانوا محسوبين على البعثيين من قبل.","بعدين، بانت الأفكار المتطرفة اللي كانت مخبية بقلوب كتير من الناس، حتى اللي ما كانوا بعثيين من قبل.","وبعدين بانت الأفكار المتطرفة، اللي شبه فكر داعش، واللي كانت مستخبية في قلوب ناس كتير، حتى من اللي مكنوش محسوبين على البعثيين قبل كده."
